iter	Logloss
0	0.3041117872
1	0.2434306413
2	0.2277342355
3	0.2243519637
4	0.2226732445
5	0.2218559021
6	0.2214998165
7	0.2212099966
8	0.2209149764
9	0.2207119557
10	0.2205594561
11	0.2202673974
12	0.2201179967
13	0.2199243921
14	0.2198641608
15	0.2197528602
16	0.2196438748
17	0.219482004
18	0.2193227333
19	0.2192492645
20	0.2190533509
21	0.218953311
22	0.2188256216
23	0.2187586257
24	0.2186612982
25	0.2184846422
26	0.218477865
27	0.2183739862
28	0.218187546
29	0.218135308
